word_form	frequency	length
umożliwienie	4	12
uzyskanie	4	9
unijnego	4	8
otoczenia	4	9
odnawialną	4	10
chłodniczych	4	12
poniżej	4	7
oil	4	3
gas	4	3
fossil	4	6
supplies	4	8
fuels	4	5
strategies	4	10
strategy	4	8
biofuels	4	8
needed	4	6
november	4	8
shows	4	5
itd	4	3
zjawisko	4	8
fundamentalne	4	13
światowej	4	9
globalnym	4	9
świata	4	6
liczbą	4	6
oni	4	3
negocjacji	4	10
zmianę	4	6
poziomem	4	8
early	4	5
katastrofy	4	10
dniach	4	6
konkluzje	4	9
agendy	4	6
rodziców	4	8
zawodowo	4	8
socjalna	4	8
eliminacji	4	10
bezrobocia	4	10
narażonych	4	10
ubóstwo	4	7
samotnie	4	8
rodziny	4	7
umiejętności	4	12
ułatwienia	4	10
powszechnego	4	12
znalezienia	4	11
dziećmi	4	7
szczególne	4	10
odsetek	4	7
wysokości	4	9
emerytur	4	8
school	4	6
republic	4	8
homelessness	4	12
ethnic	4	6
focus	4	5
tackle	4	6
cottigny	4	8
antycypacja	4	11
przemian	4	8
towarzyszących	4	14
celami	4	6
spożywczych	4	11
etykietowania	4	13
wymogami	3	8
uwzględniają	3	12
zapewniając	3	11
przeprowadzone	3	14
urzędy	3	6
wydajnie	3	8
obliczaniu	3	10
infrastruktury	3	14
konkurencja	3	11
rozważenie	3	10
stałą	3	5
alfonso	3	7
andria	3	6
beaupuy	3	7
rolf	3	4
berend	3	6
bobošíková	3	10
graham	3	6
booth	3	5
claudio	3	7
fava	3	4
iratxe	3	6
pérez	3	5
eugenijus	3	9
gentvilas	3	9
lidia	3	5
joanna	3	6
geringer	3	8
oedenberg	3	9
ambroise	3	8
guellec	3	7
konstantinos	3	12
carlos	3	6
miloš	3	5
koterec	3	7
constanze	3	9
angela	3	6
krehl	3	5
musotto	3	7
alyn	3	4
smith	3	5
grażyna	3	7
staniszewska	3	12
železný	3	7
ole	3	3
christensen	3	11
grech	3	5
mirosław	3	8
mariusz	3	7
piotrowski	3	10
surján	3	6
wdrażania	3	9
transportem	3	11
drogowego	3	9
posiadający	3	11
postępowaniem	3	13
złożyć	3	6
wniesienie	3	10
określonego	3	11
określającego	3	13
urząd	3	5
przekazuje	3	10
opublikowania	3	13
zmienione	3	9
georgs	3	6
andrejevs	3	9
frederika	3	9
brepoels	3	8
avril	3	5
roberto	3	7
musacchio	3	9
frédérique	3	10
ries	3	4
dagmar	3	6
rothbehrendt	3	12
sacconi	3	7
kathy	3	5
sinnott	3	7
sornosa	3	7
åsa	3	3
westlund	3	8
renate	3	6
sommer	3	6
sporządzania	3	12
kwartalnych	3	11
niefinansowych	3	14
instytucjonalny	3	15
astrid	3	6
lulling	3	7
gospodarczą	3	11
prawny	3	6
adoption	3	8
quarterly	3	9
currently	3	9
possibility	3	11
analysis	3	8
creating	3	8
contributions	3	13
demand	3	6
przepisowa	3	10
wpłynięcia	3	10
pervenche	3	9
berès	3	5
elisa	3	5
karsten	3	7
friedrich	3	9
hoppenstedt	3	11
antolín	3	7
presedo	3	7
odszkodowania	3	13
niestosowania	3	13
przewozu	3	8
koleją	3	6
zīle	3	4
juri	3	4
bradbourn	3	9
cramer	3	6
armando	3	7
dionisi	3	7
khadraoui	3	9
grosch	3	6
erik	3	4
meijer	3	6
onyszkiewicz	3	12
josu	3	4
ortuondo	3	8
larrea	3	6
reinhard	3	8
rack	3	4
luca	3	4
romagnoli	3	9
schmitt	3	7
marta	3	5
vincenzi	3	8
zastąpienia	3	11
zmniejsza	3	9
narzędzie	3	9
regionalna	3	10
wzmacnianie	3	11
rozwijających	3	13
pierre	3	6
margrietus	3	10
berg	3	4
gaľa	3	4
zaleski	3	7
terytorialnej	3	13
chwilą	3	6
associations	3	12
statut	3	6
konwencja	3	9
promotes	3	8
territory	3	9
compared	3	8
initiative	3	10
grouping	3	8
constitution	3	12
requires	3	8
establish	3	9
difficulties	3	12
managing	3	8
invested	3	8
assessment	3	10
entry	3	5
prevent	3	7
bilateral	3	9
help	3	4
like	3	4
stress	3	6
whose	3	5
used	3	4
legislation	3	11
delegated	3	9
stresses	3	8
acts	3	4
virtue	3	6
responsibilities	3	16
principles	3	10
consisting	3	10
executive	3	9
official	3	8
journal	3	7
stihler	3	7
simon	3	5
busuttil	3	8
albert	3	6
deß	3	3
operacyjnej	3	11
radiowej	3	8
nawigacji	3	9
przyjęciu	3	9
kwoty	3	5
referencyjnej	3	13
joan	3	4
calabuig	3	8
rull	3	4
jorgo	3	5
chatzimarkakis	3	14
fiona	3	5
hall	3	4
rebecca	3	7
harms	3	5
romana	3	6
jordan	3	6
cizelj	3	6
werner	3	6
langen	3	6
pia	3	3
elda	3	4
locatelli	3	9
angelika	3	8
niebler	3	7
reino	3	5
paasilinna	3	10
miloslav	3	8
ransdorf	3	8
remek	3	5
teresa	3	6
riera	3	5
madurell	3	8
paul	3	4
rübig	3	5
claude	3	6
nikolaos	3	8
vakalis	3	7
alejo	3	5
vidalquadras	3	12
roca	3	4
arlene	3	6
mccarthy	3	8
średnich	3	8
kroków	3	6
pozwalające	3	11
monica	3	6
frassoni	3	8
mayer	3	5
diana	3	5
wallis	3	6
toine	3	5
manders	3	7
występuje	3	9
stało	3	5
studentów	3	9
original	3	8
względnie	3	9
malcolm	3	7
harbour	3	7
pleštinská	3	10
zuzana	3	6
roithová	3	8
weiler	3	6
heide	3	5
rühle	3	5
leopold	3	7
rutowicz	3	8
charlotte	3	9
cederschiöld	3	12
mario	3	5
wskazane	3	8
przedmiotem	3	11
konsolidacji	3	12
gotowość	3	8
identifies	3	10
approximately	3	13
laying	3	6
throughout	3	10
finance	3	7
granted	3	7
commitments	3	11
concentrated	3	12
obtaining	3	9
permits	3	7
namely	3	6
covers	3	6
iv	3	2
financed	3	8
odniesienia	3	11
efficient	3	9
essen	3	5
goods	3	5
underlined	3	10
completed	3	9
percentage	3	10
comitology	3	10
noted	3	5
leverage	3	8
security	3	8
supported	3	9
clearly	3	7
realisation	3	11
lisbon	3	6
paper	3	5
per	3	3
reasons	3	7
likely	3	6
seriously	3	9
profit	3	6
cost	3	4
almost	3	6
alone	3	5
forward	3	7
function	3	8
barriers	3	8
real	3	4
rates	3	5
payment	3	7
proved	3	6
invest	3	6
coastal	3	7
maritime	3	8
allocation	3	10
respective	3	10
examination	3	11
paid	3	4
every	3	5
content	3	7
jensen	3	6
mulder	3	6
hałasu	3	6
urządzenia	3	10
używane	3	7
pomieszczeń	3	11
jęz	3	3
typów	3	5
wynikającej	3	11
noise	3	5
reduced	3	7
vibratory	3	9
together	3	8
until	3	5
amending	3	8
concluded	3	9
situation	3	9
approved	3	8
affected	3	8
serious	3	7
linda	3	5
mcavan	3	6
jonas	3	5
sjöstedt	3	8
pasm	3	4
częstotliwości	3	14
skoordynowanego	3	15
paneuropejskiego	3	16
naziemnego	3	10
radiowego	3	9
przywoławczego	3	14
uchybienia	3	10
ets	3	3
wymienionego	3	12
karnego	3	7
zwrócił	3	7
nieważności	3	11
uchylenie	3	9
republiki	3	9
postanowień	3	11
jaroslav	3	8
zvěřina	3	7
wodami	3	6
śródlądowymi	3	12
6a	3	2
prawodawstwa	3	12
listy	3	5
drugim	3	6
ponownego	3	9
otrzymuje	3	9
brzmienie	3	9
oświadczenia	3	12
zarządu	3	7
dodaje	3	6
następujący	3	11
directeurs	3	10
exécutifs	3	9
agences	3	7
juridique	3	9
justice	3	7
d'une	3	5
occasion	3	8
obserwacji	3	10
allowing	3	8
sound	3	5
launching	3	9
duties	3	6
coming	3	6
personnel	3	9
looks	3	5
similar	3	7
disease	3	7
ie	3	2
too	3	3
decisive	3	8
avoid	3	5
endangering	3	11
naniesienie	3	11
zdanie	3	6
otwartego	3	9
judges	3	6
simplified	3	10
follow	3	6
lengthy	3	7
expensive	3	9
solve	3	5
dyrektorów	3	10
kryteriami	3	10
kompetencje	3	11
podejmuje	3	9
still	3	5
provision	3	9
uzależnione	3	11
wglądu	3	6
urzędom	3	7
stan	3	4
objęła	3	6
małżeństwa	3	10
prywatnym	3	9
metodologia	3	11
przygotowywanie	3	15
przewodniczącą	3	14
faktu	3	5
wejściu	3	7
płatności	3	9
dotyczącym	3	10
zastrzeżeń	3	10
negatywnych	3	11
dalej	3	5
zasadniczo	3	10
rachunków	3	9
leżące	3	6
pozytywnej	3	10
polegać	3	7
punktów	3	7
niewątpliwie	3	12
stale	3	5
dobre	3	5
zintegrowanych	3	14
wkładem	3	7
nasze	3	5
dostarczanie	3	12
najlepszym	3	10
prowadzi	3	8
obiektywnie	3	11
trudne	3	6
chronić	3	7
wynikach	3	8
budowanie	3	9
analiz	3	6
pewne	3	5
niewystarczająco	3	16
podkreślić	3	10
omawiane	3	8
byłby	3	5
uczynienia	3	10
musimy	3	6
zwiększyć	3	9
aktywne	3	7
zajmujące	3	9
zewnętrznymi	3	12
szereg	3	6
konsekwencję	3	12
weryfikacji	3	11
oczekuje	3	8
podział	3	7
samej	3	5
opisałaby	3	9
oprócz	3	6
wymogu	3	6
uważnie	3	7
rozpatrzone	3	11
instytucją	3	10
przywiązuje	3	11
wspieraniu	3	10
podjętych	3	9
miała	3	5
koncepcji	3	9
miarę	3	5
dążyć	3	5
ściśle	3	6
szeroki	3	7
ograniczone	3	11
etapie	3	6
ograniczyć	3	10
wstępnej	3	8
szczegóły	3	9
łatwiejsze	3	10
włączenia	3	9
miałyby	3	7
ułatwić	3	7
współpracę	3	10
któremu	3	7
więcej	3	6
restrukturyzację	3	16
posiedzeniach	3	13
rozwija	3	7
dokonuje	3	8
angażować	3	9
zwracają	3	8
przyjmują	3	9
powstrzymują	3	12
niezgodnych	3	11
charakterem	3	11
cały	3	4
moją	3	4
traktacie	3	9
interesem	3	9
politycznego	3	12
moimi	3	5
okresach	3	8
udziałem	3	8
znajdują	3	8
zrobiła	3	7
finansową	3	9
pory	3	4
regulacją	3	9
trzecia	3	7
organizacja	3	11
wprowadzania	3	12
funkcją	3	7
przyjętych	3	10
związanego	3	10
przeprowadzonych	3	16
obejmującego	3	12
wykonanie	3	9
wewnętrzna	3	10
efektywność	3	11
świadomości	3	11
tzw	3	3
kontakty	3	8
obaw	3	4
informuje	3	9
liczba	3	6
przedstawionych	3	15
wystarczająco	3	13
zainteresowanym	3	15
trzecimi	3	8
dowodów	3	7
wiadomości	3	10
prawnym	3	7
marcu	3	5
więc	3	4
wycofałaby	3	10
nieprzychylną	3	13
kandydatury	3	11
overpelt	3	8
magister	3	8
studiów	3	7
ekonomicznych	3	13
poseł	3	5
obrony	3	6
przepisami	3	10
transakcji	3	10
podejmować	3	10
jasnych	3	7
zapobiegawczych	3	15
słusznie	3	8
powstawania	3	11
priorytetowe	3	12
informacyjnej	3	13
łańcucha	3	8
określanie	3	10
urzędników	3	10
otwartą	3	7
sporządzanie	3	12
aspektów	3	8
potencjalne	3	11
dalszych	3	8
przedstawiania	3	14
taką	3	4
informację	3	10
ujęciu	3	6
twierdzi	3	8
skomplikowane	3	13
wymaganych	3	10
wymogi	3	6
zasadom	3	7
dotacji	3	7
elastyczności	3	13
odpowiada	3	9
planowaniem	3	11
odpowiedzialne	3	14
podlegają	3	9
kontrolerów	3	11
funkcjonują	3	11
trudno	3	6
wierzę	3	6
trzeba	3	6
dokonać	3	7
okoliczności	3	12
rozumiem	3	8
robocze	3	7
poddawane	3	9
realizować	3	10
skutecznie	3	10
standardami	3	11
polityczną	3	10
pieniędzy	3	9
doradcy	3	7
posłem	3	6
życiu	3	5
szerokim	3	8
osłabić	3	7
ustanowionych	3	13
madrycie	3	8
profesor	3	8
działalnością	3	13
constitución	3	12
financiación	3	12
tributario	3	10
constitucional	3	14
generales	3	9
podatkowe	3	9
imponible	3	9
libre	3	5
europea	3	7
sobre	3	5
sociedades	3	10
akademickiej	3	12
krajowej	3	8
przygotowanie	3	13
decentralizacji	3	15
tworzeniu	3	9
hiszpanii	3	9
uwag	3	4
poświadczeniu	3	13
strukturalne	3	12
odpowiedzialnych	3	16
powinniśmy	3	10
obecnej	3	7
wysiłku	3	7
osiągnąć	3	8
słowy	3	5
innego	3	6
podmioty	3	8
swój	3	4
pełną	3	5
wizerunek	3	9
pozytywny	3	9
wypadku	3	7
wykonywanych	3	12
warunek	3	7
vat	3	3
sum	3	3
podstawową	3	10
spełniać	3	8
definicja	3	9
wymagało	3	8
beneficjentów	3	13
towarzyszy	3	10
całego	3	6
ostatecznie	3	11
pośrednictwem	3	13
prezentacji	3	11
rzeczywiste	3	11
żadnej	3	6
odzwierciedlać	3	14
rzeczywistego	3	13
składania	3	9
subsydiów	3	9
albo	3	4
mowa	3	4
zarządzaniem	3	12
administracyjnym	3	16
wreszcie	3	8
sem	3	3
naprawdę	3	8
wykonywania	3	11
profesjonalne	3	13
stanowisk	3	9
obszarem	3	8
prowadziłem	3	11
aspekt	3	6
krajowy	3	7
interesie	3	9
wtedy	3	5
ukończone	3	9
stanowisku	3	10
governance	3	10
osobistych	3	10
dostaw	3	6
rozwijać	3	8
obiektywne	3	10
użytkownikom	3	12
otoczeniu	3	9
ryzykiem	3	8
związanym	3	9
istotnych	3	9
lepsze	3	6
potrzebne	3	9
ulepszeń	3	8
osiągnięte	3	10
pełnić	3	6
użytkowników	3	12
przysługujących	3	15
pozwalających	3	13
wiarygodnych	3	12
spotkania	3	9
elementem	3	9
poszczególne	3	12
równoległych	3	12
nowym	3	5
przyspieszenia	3	14
obejmują	3	8
obecnych	3	8
kodeksem	3	8
mającym	3	7
państwowej	3	10
ogromne	3	7
specjalnym	3	10
statusie	3	8
włoskim	3	7
narkotyków	3	10
wdrożenia	3	9
konstytucyjnym	3	14
piśmie	3	6
constitutional	3	14
power	3	5
korupcja	3	8
giustizia	3	9
zasadach	3	8
ex	3	2
pomogłoby	3	9
pozytywnych	3	11
ogółu	3	5
wzmocnienie	3	11
państwie	3	8
tworząc	3	7
przynajmniej	3	12
choćby	3	6
udziale	3	7
gewalt	3	6
georgios	3	8
komitetowi	3	10
approaches	3	10
december	3	8
during	3	6
discussion	3	10
follows	3	7
informed	3	8
considering	3	11
otrzymania	3	10
contrôleurs	3	11
reconnaissance	3	14
mutuelle	3	8
sociaux	3	7
présente	3	8
sécurité	3	8
exigences	3	9
droit	3	5
mars	3	4
adopté	3	6
amendements	3	11
lieu	3	4
compromis	3	9
laquelle	3	8
deuxième	3	8
adoptée	3	7
autant	3	6
relative	3	8
ait	3	3
amélioration	3	12
exerce	3	6
lequel	3	6
autorités	3	9
ni	3	2
wprowadzającego	3	15
sprostowanie	3	12
suszu	3	5
paszowego	3	9
dz	3	2
prośbą	3	6
znaczący	3	8
79w	3	3
pieniężnej	3	10
rządom	3	6
wprowadzeniu	3	12
ekg	3	3
opon	3	4
bieżnikowanych	3	14
dn	3	2
sturdy	3	6
niej	3	4
konsultowania	3	13
grupowych	3	9
pracowniczych	3	13
trzeciego	3	9
podejmują	3	9
kwestią	3	7
rentowności	3	11
przeprowadzane	3	14
większy	3	7
znaczenia	3	9
trwałych	3	8
terenie	3	7
artykule	3	8
osiągnięciu	3	11
przyznanej	3	10
utratę	3	6
uzyskania	3	9
obejmującej	3	11
teren	3	5
środka	3	6
region	3	6
regionami	3	9
lokalnego	3	9
powiązania	3	10
korzystania	3	11
niezgodne	3	9
porządku	3	8
pomocą	3	6
wyborów	3	7
formy	3	5
powyższego	3	10
rozwijania	3	10
regionalnymi	3	12
restrukturyzacją	3	16
umożliwiłby	3	11
specjalnymi	3	11
sankcji	3	7
publique	3	8
ampleur	3	7
élaborer	3	8
réalisation	3	11
productivité	3	12
avoir	3	5
européens	3	9
moins	3	5
transfert	3	9
difficile	3	9
étude	3	5
aubert	3	6
période	3	7
france	3	6
peu	3	3
parmi	3	5
autres	3	6
travers	3	7
dès	3	3
lors	3	4
égard	3	5
devrait	3	7
certaines	3	9
réforme	3	7
mettre	3	6
ad	3	2
toute	3	5
octroi	3	6
recherche	3	9
concrètes	3	9
observatoire	3	12
secteurs	3	8
monde	3	5
organisations	3	13
qualité	3	7
vie	3	3
baisse	3	6
derek	3	5
clark	3	5
luigi	3	5
cocilovo	3	8
carlo	3	5
fatuzzo	3	7
lehideux	3	8
protasiewicz	3	12
albino	3	6
silva	3	5
peneda	3	6
marc	3	4
tarabella	3	9
jamila	3	6
madeira	3	7
roboczy	3	7
przeprowadzono	3	14
wielofunkcyjnej	3	15
zwierzyny	3	9
subsydiarności	3	14
ochronnych	3	10
charakteryzują	3	14
wyzwaniami	3	10
umów	3	4
johannesburgu	3	13
rezerwatów	3	10
powiązaniu	3	10
biologicznymi	3	13
główny	3	6
zapewniać	3	9
rolnych	3	7
lasach	3	6
utrzymanie	3	10
wód	3	3
degradacji	3	10
pustynnienia	3	12
podejmowanych	3	13
środowiskiem	3	12
zapobiegawcze	3	13
regularnie	3	10
life+	3	5
tropikalnych	3	12
nielegalny	3	10
straty	3	6
flegt	3	5
wymiany	3	7
dużej	3	5
wysokich	3	8
rozważenia	3	10
pochodzących	3	12
zobowiązane	3	11
klimatycznych	3	13
procesie	3	8
obieg	3	5
dostrzega	3	9
odpowiednio	3	11
drzewnej	3	8
zastosowań	3	10
informacyjne	3	12
dalszy	3	6
uzgodnionych	3	12
narodów	3	7
sposobem	3	8
zagwarantować	3	13
integrację	3	10
stworzyć	3	8
użytkowania	3	11
kampanii	3	8
rzeczą	3	6
istotną	3	7
preferencyjnego	3	15
ciepło	3	6
podatkowej	3	10
traktowanie	3	11
naturalne	3	9
terenów	3	7
prowadzonych	3	12
szerszego	3	9
pochwala	3	8
document	3	8
soutenir	3	8
apporter	3	8
l'activité	3	10
d'élaborer	3	10
cours	3	5
communautaires	3	14
pourquoi	3	8
l'emploi	3	8
initiatives	3	11
prises	3	6
hectares	3	8
forestières	3	11
rurales	3	7
bases	3	5
règlement	3	9
pomocniczości	3	13
dziedzin	3	8
różnorakich	3	11
stały	3	5
zależnymi	3	9
matthias	3	8
groote	3	6
jeanclaude	3	10
friedrichwilhelm	3	16
graefe	3	6
zu	3	2
baringdorf	3	10
mairead	3	7
mcguinness	3	10
połowowych	3	10
obu	3	3
utrzymaniem	3	11
większe	3	7
przyszłej	3	9
sea	3	3
advisory	3	8
rac	3	3
juvenile	3	8
effectiveness	3	13
stakeholders	3	12
hugh	3	4
allister	3	8
niels	3	5
busk	3	4
kazimierz	3	9
chmielewski	3	11
pedro	3	5
guerreiro	3	9
morillon	3	8
struan	3	6
stevenson	3	9
przybrzeżnych	3	13
2a	3	2
rybnych	3	7
zaangażowane	3	12
planami	3	7
morskie	3	7
posiadających	3	13
rybaków	3	7
negatywnymi	3	11
ryb	3	3
wdrażane	3	8
aż	3	2
odrzutów	3	8
sugeruje	3	8
uwzględnione	3	12
lokalnym	3	8
umożliwić	3	9
długoterminowego	3	16
pracujących	3	11
caught	3	6
reformed	3	8
cfp	3	3
unwanted	3	8
discarded	3	9
protected	3	9
closures	3	8
discard	3	7
coral	3	5
reefs	3	5
highly	3	6
activity	3	8
comprehensive	3	13
balance	3	7
useful	3	6
rac's	3	5
th	3	2
produce	3	7
detailed	3	8
consequences	3	12
wide	3	4
discarding	3	10
range	3	5
last	3	4
capture	3	7
biodiversity	3	12
grow	3	4
maintaining	3	11
furthermore	3	11
generally	3	9
difficult	3	9
detection	3	9
step	3	4
short	3	5
mechtild	3	8
rothe	3	5
modyfikacji	3	11
grzewczej	3	9
chłodniczej	3	11
podstawowe	3	10
uzależnienia	3	12
narzędzi	3	8
masowej	3	7
całej	3	5
bezpieczeństwo	3	14
wysokiego	3	9
cen	3	3
obowiązkowe	3	11
energie	3	7
budynków	3	8
kwot	3	4
powyżej	3	7
norm	3	4
strategic	3	9
achieving	3	9
measure	3	7
europe's	3	8
enterprises	3	11
agricultural	3	12
euros	3	5
stable	3	6
maturity	3	8
education	3	9
mass	3	4
gap	3	3
due	3	3
developed	3	9
critical	3	8
renewables	3	10
groups	3	6
res	3	3
below	3	5
installed	3	9
energetyki	3	10
ustępy	3	6
innowacje	3	9
opartej	3	7
otwarcie	3	8
sprawiedliwość	3	14
regulacyjnego	3	13
rozpoczęcia	3	11
przedkładania	3	13
rynkach	3	7
przekształcenia	3	15
intelektualnej	3	14
znacząco	3	8
negocjacjach	3	12
kolejności	3	10
lasse	3	5
lehtinen	3	8
matsouka	3	8
nierówności	3	11
priorytet	3	9
farming	3	7
preservation	3	12
heritage	3	8
challenges	3	10
pay	3	3
cultural	3	8
emphasis	3	8
indents	3	7
issue	3	5
zasadniczy	3	10
rolniczej	3	9
cywilnych	3	9
jednostek	3	9
litera	3	6
sporządzony	3	11
narażenia	3	9
fizyczne	3	8
dziewiętnasta	3	13
szczegółowa	3	11
0449b	3	5
eg	3	2
compromise	3	10
roselyne	3	8
bachelotnarquin	3	15
dimitrios	3	9
papadimoulis	3	12
emerytów	3	8
specyficznych	3	13
rodzic	3	6
niepełnosprawnych	3	17
imigrantów	3	10
uprzywilejowanych	3	17
karier	3	6
mieszkania	3	10
etnicznych	3	10
szkoły	3	6
wielodzietnych	3	14
wzrasta	3	7
godzenia	3	8
trudnościami	3	12
pokolenia	3	9
zatrudnieniu	3	12
kobietom	3	8
zagrożonej	3	10
spowodowane	3	11
podnoszenia	3	11
rozwiązania	3	11
ocenie	3	6
świadczeń	3	9
pracodawców	3	11
emerytalne	3	10
stanowiły	3	9
ubezpieczenia	3	13
prywatne	3	8
omc	3	3
pensions	3	8
income	3	6
disadvantage	3	12
attention	3	9
next	3	4
educational	3	11
children	3	8
towarzyszenie	3	13
wyzwania	3	8
przemiany	3	9
zależności	3	10
rodzaje	3	7
wzięcia	3	7
pozwoli	3	7
etykietach	3	10
przesyłowych	2	12
ziemnego	2	8
esko	2	4
seppänen	2	8
preambuły	2	9
ustalane	2	8
taryfy	2	6
niedyskryminacyjnego	2	20
dobrze	2	6
funkcjonującego	2	15
integralności	2	13
odzwierciedlają	2	15
porównawcze	2	11
bodźców	2	7
zachęcających	2	13
budowania	2	9
rzeczywista	2	11
gazociągami	2	11
porównawczej	2	12
niewykorzystana	2	15
przesyłowa	2	10
użytkownik	2	10
nabył	2	5
umową	2	5
zgłosił	2	7
wskazanym	2	9
bourzai	2	7
bairbre	2	7
brún	2	4
gábor	2	5
harangozó	2	9
marian	2	6
harkin	2	6
jim	2	3
higgins	2	7
iturgaiz	2	8
angulo	2	6
tunne	2	5
kelam	2	5
oldřich	2	7
vlasák	2	6
odnoszącego	2	11
jętych	2	6
rejestrujących	2	14
transporcie	2	11
lądowych	2	8
wydane	2	6
importer	2	8
bezzwłocznej	2	12
zmienion	2	8
zawieszon	2	9
cofnięt	2	7
wydanego	2	8
przedkłada	2	10
wykorzystywaniu	2	15
zdrowotnych	2	11
dalszym	2	7
zgodna	2	6
dni	2	3
przedłożyć	2	10
doyle	2	5
jillian	2	7
alessandro	2	10
foglietta	2	9
gyula	2	5
hegyi	2	5
jackson	2	7
akt	2	3
stanowiskiem	2	12
currency	2	8
statistical	2	11
companies	2	9
government	2	10
behaviour	2	9
operators	2	9
greatest	2	8
meet	2	4
analyse	2	7
business	2	8
cycle	2	5
monitor	2	7
smooth	2	6
precise	2	7
fluctuations	2	12
great	2	5
enable	2	6
soon	2	4
enter	2	5
reporting	2	9
goebbels	2	8
joachim	2	7
alexander	2	9
dariusz	2	7
eoin	2	4
ryan	2	4
mia	2	3
vits	2	4
antonis	2	7
samaras	2	7
ibrisagic	2	9
niepublikowany	2	14
wycofanie	2	9
said	2	4
grandes	2	7
pascual	2	7
jaromír	2	7
kohlíček	2	8
jörg	2	4
leichtfried	2	11
liberadzki	2	10
evelin	2	6
luís	2	4
queiró	2	6
gilles	2	6
savary	2	6
ingo	2	4
dirk	2	4
sterckx	2	7
ulrich	2	6
stockmann	2	9
gary	2	4
titley	2	6
zagranicznej	2	12
gahler	2	6
praktyka	2	8
bezpośredniego	2	14
pośredniego	2	11
zakupem	2	7
otrzymane	2	9
ofiarodawcy	2	11
niezgodna	2	9
popierania	2	10
biednych	2	8
odejście	2	8
wzbogacenia	2	11
własność	2	8
naciskiem	2	9
hélène	2	6
goudin	2	6
valdis	2	6
martens	2	7
luisa	2	5
záborská	2	8
scheele	2	7
uzyskuje	2	8
skreślony	2	9
pursuant	2	8
withdrawn	2	9
działa	2	6
imieniu	2	7
zgromadzenie	2	12
przewidywać	2	11
competencies	2	12
publikacja	2	10
nazwę	2	5
adres	2	5
siedziby	2	8
ustanawiający	2	13
balanced	2	8
structural	2	10
frontiers	2	9
separate	2	8
shared	2	6
competences	2	11
addressed	2	9
covering	2	8
inside	2	6
candidate	2	9
wishes	2	6
stated	2	6
obstacles	2	9
known	2	5
features	2	8
believes	2	8
wish	2	4
accorded	2	8
entities	2	8
carrying	2	8
moreover	2	8
entity	2	6
offers	2	6
decisionmaking	2	14
options	2	7
specified	2	9
drawn	2	5
duration	2	8
interpretation	2	14
modalities	2	10
mutual	2	6
recognition	2	11
notified	2	8
operating	2	9
equip	2	5
organs	2	6
always	2	6
assembly	2	8
representatives	2	15
published	2	9
kyriacos	2	8
triantaphyllides	2	16
sharon	2	6
margaret	2	8
bowles	2	6
rozmieszczania	2	14
zależą	2	6
ivo	2	3
belet	2	5
šarūnas	2	7
birutis	2	7
castillo	2	8
vera	2	4
gierek	2	6
andrás	2	6
gyürk	2	5
hammerstein	2	11
mintz	2	5
ján	2	3
hudacký	2	7
nils	2	4
lundgren	2	8
pirilli	2	7
britta	2	6
thomsen	2	7
neena	2	5
gill	2	4
opcję	2	5
odwołania	2	9
prawie	2	6
bezpieczne	2	10
lópezistúriz	2	12
edith	2	5
mastenbroek	2	11
znaczącym	2	9
sukcesem	2	8
godne	2	5
uczonych	2	8
kontynentów	2	11
distinction	2	11
licensing	2	9
uzupełniającą	2	13
małgorzata	2	10
handzlik	2	8
andreas	2	7
schwab	2	6
thyssen	2	7
evelyne	2	7
gebhardt	2	8
vergnaud	2	8
jonckheer	2	9
rivera	2	6
guntars	2	7
krasts	2	6
mauro	2	5
następnych	2	10
zajdzie	2	7
4a	2	2
kandydującymi	2	13
wyraził	2	7
innowacyjnych	2	13
gwarancje	2	9
repealing	2	9
acquis	2	6
reinforcement	2	13
prompt	2	6
arise	2	5
preparation	2	11
preliminary	2	11
subsidy	2	7
rebate	2	6
venture	2	7
nº1999	2	6
exercise	2	8
powers	2	6
conferred	2	9
occur	2	5
grants	2	6
rebates	2	7
loans	2	5
bank	2	4
eib	2	3
combination	2	11
mobilised	2	9
deleted	2	7
cumulative	2	10
indicative	2	10
lena	2	4
ek	2	2
completion	2	10
full	2	4
barcelona	2	9
integrated	2	10
planned	2	7
miert	2	5
recent	2	6
reasonable	2	10
doing	2	5
takes	2	5
compatible	2	10
agree	2	5
especially	2	10
upper	2	5
met	2	3
cross	2	5
attract	2	7
factors	2	7
inadequate	2	10
failure	2	7
notes	2	5
released	2	8
exists	2	6
recover	2	7
tourism	2	7
budgets	2	7
delays	2	6
recorded	2	8
connections	2	11
peripheral	2	10
beneficial	2	10
entire	2	6
hereafter	2	9
ten‑t	2	5
goals	2	5
adapt	2	5
foreseeing	2	10
character	2	9
transit	2	7
crossing	2	8
prejudice	2	9
line	2	4
represents	2	10
declared	2	8
changed	2	7
remains	2	7
nevertheless	2	12
deserve	2	7
simplification	2	14
stopped	2	7
largescale	2	10
spreading	2	9
advisable	2	9
definite	2	8
attractive	2	10
uncertainties	2	13
connected	2	9
authorisation	2	13
stretches	2	9
directly	2	8
beneficiary	2	11
responsibility	2	14
navigation	2	10
engagement	2	10
mobilising	2	10
jointly	2	7
crossfrontier	2	13
deployment	2	10
components	2	10
air	2	3
exceptionally	2	13
transfrontier	2	13
giving	2	6
timetable	2	9
adapted	2	7
begun	2	5
selected	2	8
undertake	2	9
close	2	5
certify	2	7
reality	2	7
visits	2	6
inform	2	6
