word_form	frequency	length
välttämättömiä	8	14
alkuperäisen	8	12
ohjeet	8	6
työmarkkinaosapuolet	8	20
aloittaa	8	8
ajoneuvossa	8	11
ajanjakson	8	10
prosentista	8	11
nostaa	8	6
näkökohdista	8	12
säädettävä	8	10
muuttanut	8	9
näyttää	8	7
ehdottamiin	8	11
puolestaan	8	10
vaatimus	8	8
asioihin	8	8
tieliikenteessä	8	15
cramer	8	6
saïd	8	4
khadraoui	8	9
grosch	8	6
josu	8	4
ortuondo	8	8
larrea	8	6
erik	8	4
meijer	8	6
hedkvist	8	8
petersen	8	8
renate	8	6
sommer	8	6
marta	8	5
vincenzi	8	8
jensen	8	6
kuljettaja	8	10
asteittain	8	10
digitaalista	8	12
eurooppalaisessa	8	16
humanitaarisen	8	14
kilometrin	8	10
jossakin	8	8
viimeisen	8	9
lepoajan	8	8
hallinnassa	8	11
riittäviä	8	9
kokemuksen	8	10
velvollinen	8	11
menettelyyn	8	11
niiltä	8	6
yksittäiset	8	11
ehkäistään	8	10
ruokavalio	8	10
pieni	8	5
tekijöistä	8	10
tekijät	8	7
suosituksia	8	11
tiedottamista	8	13
merkintöjä	8	10
aiheellista	8	11
ratkaisemiseksi	8	15
voidaanko	8	9
asemesta	8	8
ravintosisältöä	8	15
määriteltäessä	8	14
monimutkaista	8	13
näkökohta	8	9
käyttävien	8	10
oikeassa	8	8
vaikeaa	8	7
aiheutuvaan	8	11
tunteen	8	7
kehitykselle	8	12
arviointi-	8	10
tällaisista	8	11
tarjotaan	8	9
vapaa	8	5
sisältyvien	8	11
lopullinen	8	10
pyydettävä	8	10
määrien	8	7
näytetty	8	8
fysiologisen	8	12
hyödyt	8	6
tasapainoa	8	10
käytöllä	8	8
varustettujen	8	13
esitettävän	8	11
liitteeseen	8	11
keskivertokuluttaja	8	19
toimivaltaiset	8	14
jäsenvaltioilta	8	15
hyväksymiskuukauden	8	19
välityksellä	8	12
elintarvikeluokka	8	17
hakijalla	8	9
valmistajalle	8	13
lausunnosta	8	11
voimaantuloa	8	12
viittaukset	8	11
nopea	8	5
jakaminen	8	9
jatkossa	8	8
pystyvät	8	8
valmistelijan	8	13
syyt	8	4
yhdistää	8	8
riittää	8	7
täydellisen	8	11
ihmisille	8	9
luottamuksen	8	12
vähennetty	8	10
turvaamiseksi	8	13
sovellettavien	8	14
yhteys	8	6
vaativat	8	8
millaisessa	8	11
grammaa	8	7
ehtojen	8	7
haluavat	8	8
satu	8	4
hassi	8	5
toine	8	5
manders	8	7
maaliskuussa	8	12
uhkaa	8	5
huolissaan	8	10
pitävät	8	7
erityisten	8	10
arvioitava	8	10
johdonmukaisuuden	8	17
selkeyttämään	8	13
ehdottoman	8	10
yhteyksistä	8	11
kansalaisjärjestöt	8	18
kyseisiin	8	9
rasvaa	8	6
vaara	8	5
miroslav	8	8
guido	8	5
ulmer	8	5
astrid	8	6
lulling	8	7
allekirjoittamaan	8	17
tilien	8	6
elisa	8	5
friedrich	8	9
veld	8	4
sánchez	8	7
willem	8	6
schuth	8	6
purkaminen	8	10
purkamisesta	8	12
omaa	8	4
useat	8	5
työmarkkinoilla	8	15
välineestä	8	10
dac	8	3
hankintasopimusten	8	18
asiantuntijoihin	8	16
vastavuoroinen	8	14
maata	8	5
tiedotettava	8	12
kehittyneitä	8	12
saavuttamisen	8	13
oma	8	3
ehdottamien	8	11
askel	8	5
sitoumusten	8	11
kyettävä	8	8
kehitysmaissa	8	13
csaba	8	5
morgantini	8	10
zaleski	8	7
rajaseutuyhteistyötä	8	20
jollekin	8	8
valtuudet	8	9
rakenteen	8	9
ylittävien	8	10
sisäisten	8	9
hyvät	8	5
ottamalla	8	9
tunnustettu	8	11
hanke	8	5
siirtymäkauden	8	14
tarvittava	8	10
mekanismi	8	9
säilyvät	8	8
tilanteen	8	9
ohjeellinen	8	11
vuosittaisen	8	12
hyväksymän	8	10
hyväksymä	8	9
hanketta	8	8
mukanaan	8	8
järjestelmät	8	12
keskenään	8	9
myönteisiä	8	10
budjettivaliokunta	8	18
pitämässään	8	11
kesken	8	6
yksityistä	8	10
dührkop	8	7
molempiin	8	9
egnosohjelmilla	8	15
tavoitteeseen	8	13
ensinnäkin	8	10
oikeudellisen	8	13
panemiseksi	8	11
standardit	8	10
soveltamaan	8	11
merkityn	8	8
tekemät	8	7
johtavat	8	8
julkisesti	8	10
ryhdyttävä	8	10
erottaa	8	7
christa	8	7
adamos	8	6
adamou	8	6
jaroslav	8	8
zvěřina	8	7
komissiolla	8	11
direktiiviehdotuksen	8	20
politiikkoihin	8	14
keskitettävä	8	12
riskirahastoihin	8	16
hankkeille	8	10
ohjelmoinnin	8	12
yhdistävät	8	10
liikenneverkon	8	14
suuruus	8	7
kyseisissä	8	10
selvityksessä	8	13
asetetun	8	8
periä	8	5
sisällöstä	8	10
toteutuksessa	8	13
verkoista	8	9
näkökohdat	8	10
toiseksi	8	8
mukauttaminen	8	13
olevaan	8	7
johtuen	8	7
tasoa	8	5
todellinen	8	10
szabolcs	8	8
fazakas	8	7
saatettava	8	10
koskaan	8	7
rahoituspalvelujen	8	18
keskustelujen	8	13
asetukset	8	9
markkinat	8	9
todennut	8	8
tule	8	4
zingaretti	8	10
lääkeviraston	8	13
nimittävänä	8	11
viran	8	5
haltijaa	8	8
oikeudenmukainen	8	16
alkuperästä	8	11
toteutumista	8	12
laajemmin	8	9
vastaista	8	9
alkuperään	8	10
asuu	8	4
todellista	8	10
arvoja	8	6
tarkistanut	8	11
organisoinnin	8	13
muutoksella	8	11
vammaisten	8	10
geogheganquinnin	8	16
ansioluettelo	8	13
jatkamaan	8	9
tiedätte	8	8
riippumattomasti	8	16
riittävää	8	9
henkilöstön	8	11
avointa	8	7
varainhoitoasetusta	8	19
adarosasto	8	10
pinxtenin	8	9
tehokkuus	8	9
juan	8	4
ramallo	8	7
massanetin	8	10
derecho	8	7
käyttäjien	8	10
tulosta	8	7
saavuttamisessa	8	15
rakenne	8	7
caldeiran	8	9
elimiin	8	7
varin	8	5
julkisilla	8	10
tyytyväinen	8	11
voimassaoloaika	8	15
sääntely	8	8
kehittämispolitiikan	8	20
stephen	8	7
sosiaalisista	8	13
roland	8	6
palvelukseen	8	12
pecons	8	6
tarjoamista	8	11
ilmoittamaan	8	12
siirroista	8	10
valtiontukia	8	12
pikaisesti	8	10
kansainvälistä	8	14
perinteisiä	8	11
tuottavuuden	8	12
toteutuminen	8	12
takeita	8	7
elspeth	8	7
attwooll	8	8
metsiin	8	7
n.	8	2
strategioiden	8	13
mahdollisuuksista	8	17
alakohtaisen	8	12
metsistä	8	8
merkittävässä	8	13
tukemalla	8	9
hehtaaria	8	9
ominaista	8	9
maatalouteen	8	12
toimenpiteillä	8	14
czesław	8	7
siekierski	8	10
salomonsaaret	8	13
palaun	8	6
kehitysyhteistyötä	8	18
kalojen	8	7
luomiseksi	8	10
energialähteet	8	14
hyödynnettävä	8	13
suuret	8	6
ennakoida	8	9
biomassaa	8	9
tältä	8	5
maataloudessa	8	13
rakenteiden	8	11
heijastaa	8	9
tuleville	8	9
ympäristöllisesti	8	17
maaseutualuetta	8	15
maaseutuvoittoisilla	8	20
indikaattoreilla	8	16
kaukainen	8	9
innovaatioihin	8	14
pääomaan	8	8
elintarvikeketjuun	8	18
markkinasuuntautunut	8	20
yrittäjyyden	8	12
maisemia	8	8
alaisia	8	7
luonnonvaroja	8	13
maaperää	8	8
houkuttavuutta	8	14
luonnonkatastrofien	8	19
monipuolistaminen	8	17
ehkäistä	8	8
ohjelmaalueen	8	13
työttömyys	8	10
hiljattainen	8	12
tuottajille	8	11
hälytys-	8	8
avustustoimiin	8	14
rahoitustuesta	8	14
osallisuudesta	8	14
rakenneuudistuksista	8	20
eritelmän	8	9
tietoyhteiskunnassa	8	19
puuttua	8	7
puolueille	8	10
vastikkeen	8	10
omaisuuserän	8	12
yhtiölle	8	8
toimivuuden	7	11
rakentamiseen	7	13
poiketa	7	7
tosiasiallisesti	7	16
european	7	8
parhaiden	7	9
menettelyistä	7	13
belet	7	5
philippe	7	8
joan	7	4
andrás	7	6
gyürk	7	5
rebecca	7	7
harms	7	5
werner	7	6
langen	7	6
panzeri	7	7
remek	7	5
patrizia	7	8
toia	7	4
turmes	7	6
vakalis	7	7
skinner	7	7
purvis	7	6
viron	7	5
puolan	7	6
unioniin	7	8
tilastojen	7	10
luonteeltaan	7	12
jäsenvaltiolle	7	14
hallinnollista	7	14
rakennetta	7	10
asetusehdotusta	7	15
tasavallan	7	10
pieniä	7	6
hallinnollisia	7	14
saattaisi	7	9
arnaoutakis	7	11
carlos	7	6
mieczysław	7	10
edmund	7	6
janowski	7	8
schroedter	7	10
tehtävissä	7	10
valvonnasta	7	11
tarkastettavien	7	15
ehdottama	7	9
estämiseksi	7	11
jäsenvaltiosta	7	14
tasapuolisesti	7	14
koordinointi	7	12
rikkominen	7	10
käytäntöjä	7	10
tarkastellaan	7	13
vahvistettuja	7	13
tarkasteltava	7	13
tarkoitettuun	7	13
heti	7	4
uudella	7	7
noudattaminen	7	13
poikkeaa	7	8
valmis	7	6
kolmeen	7	7
luotu	7	5
ponnistelut	7	11
bradbourn	7	9
arūnas	7	6
degutis	7	7
armando	7	7
dionisi	7	7
emanuel	7	7
jardim	7	6
fernandes	7	9
jaromír	7	7
kohlíček	7	8
jörg	7	4
leichtfried	7	11
liberadzki	7	10
onyszkiewicz	7	12
reinhard	7	8
rack	7	4
luca	7	4
romagnoli	7	9
ingo	7	4
ulrich	7	6
stockmann	7	9
cottigny	7	8
maanteiden	7	10
kuljettajaa	7	11
minä	7	4
vapaasti	7	8
nopeuttaa	7	9
tehdyt	7	6
kaupallisten	7	12
näille	7	6
käyttävät	7	9
vuorokautinen	7	13
estetään	7	8
hänellä	7	7
jokin	7	5
tarvittavan	7	11
sijoitetaan	7	11
viikoittainen	7	13
seuraa	7	6
tapahtunut	7	10
seurausta	7	9
toisesta	7	8
toimivia	7	8
noudateta	7	9
tilapäisesti	7	12
pyydetään	7	9
käsittävät	7	10
päivältä	7	8
tuntuu	7	6
ehkä	7	4
tilanteissa	7	11
velvollisuudet	7	14
tutkia	7	6
ottanut	7	7
suhteellisen	7	12
monista	7	7
vastaavia	7	9
kullakin	7	8
vastainen	7	9
transrasvahappojen	7	18
elintarvikeryhmällä	7	19
tunnustettava	7	13
ottamiseksi	7	11
luettelossa	7	11
kasvulle	7	8
seuraavissa	7	11
todenmukaisuus	7	14
selkeys	7	7
valinnan	7	8
tärkeydestä	7	11
sellaisenaan	7	12
avoimesti	7	9
direktiivit	7	11
hyödyntämistä	7	13
elintarvikealalla	7	17
riippuvaisia	7	12
vaihdella	7	9
ravintosisältötyypin	7	20
sidosryhmiä	7	11
rasvahappojen	7	13
aine	7	4
nautittavan	7	11
merkityksellisen	7	16
aiheuttavan	7	11
muuten	7	6
ravitsemusväittämä	7	18
vertaillaan	7	11
luokkaan	7	8
energiasisältöä	7	15
tunnistaa	7	9
keinona	7	7
päätöksenteon	7	13
määräajat	7	9
monipuolisen	7	12
joillakin	7	9
järjestöjä	7	10
yrityksiin	7	10
luettelot	7	9
pitkää	7	6
osoite	7	6
mallia	7	6
säännös	7	7
hakijalta	7	9
aihetta	7	7
jatkamisen	7	10
kuulluksi	7	9
ymmärrettävä	7	12
tueksi	7	6
viranomaisille	7	14
keskeyttäminen	7	14
tutkii	7	6
rekisteröinti	7	13
julkaiseminen	7	13
tekijänoikeuksia	7	16
suojeltava	7	10
ravinnon	7	8
vaiheisiin	7	10
lapset	7	6
autetaan	7	8
jätetään	7	8
tyydyttymättömiä	7	16
monityydyttymättömiä	7	20
hinnan	7	6
rasvapitoisuus	7	14
koskevilla	7	10
ratkaisevaa	7	11
standardien	7	11
terveys-	7	8
heitä	7	5
perinteistä	7	11
toimittamalla	7	13
harhaan	7	7
lakeja	7	6
yleisö	7	6
kielistä	7	8
vastuuta	7	8
hakemusasiakirjoihin	7	20
hyväksyvät	7	10
hiilihydraattien	7	16
sellaiset	7	9
kasvavia	7	8
buzek	7	5
esittävät	7	9
harkittava	7	10
alimentarius	7	12
sidosryhmät	7	11
huolenaiheisiin	7	15
järjestelmiä	7	12
tehtiin	7	7
kaupallisia	7	11
useamman	7	8
meidän	7	6
perustuvia	7	10
verran	7	6
hakemukset	7	10
hallussaan	7	10
tutustua	7	8
määriteltyjä	7	12
hakijoiden	7	10
käsittelevää	7	12
komiteaa	7	8
tunnustetaan	7	12
mg	7	2
merkittävällä	7	13
perustan	7	8
natrium-	7	8
osaa	7	4
medina	7	6
ortega	7	6
evabritt	7	8
svensson	7	8
józef	7	5
barbara	7	7
jules	7	5
riitta	7	6
myller	7	6
marcello	7	8
vernola	7	7
mikolášik	7	9
itselleen	7	9
karsten	7	7
hoppenstedt	7	11
harald	7	6
ettl	7	4
jättämisestä	7	12
korvauksesta	7	12
yhdentymisen	7	12
keskustella	7	11
ponnisteluja	7	12
ilmastonmuutosta	7	16
säännöissä	7	10
vahvistettujen	7	14
eu:ta	7	5
myöntämisestä	7	13
hankintoihin	7	12
sijaitsee	7	9
parannettava	7	12
vähentämään	7	11
harkita	7	7
kehitysavun	7	11
välineeseen	7	11
lähtökohtana	7	12
tahot	7	5
toimijoihin	7	11
toisiinsa	7	9
maahan	7	6
hallintoa	7	9
vaikea	7	6
toteutettavien	7	14
michel	7	6
rocard	7	6
mario	7	5
valdis	7	6
martens	7	7
záborská	7	8
bowis	7	5
kolmella	7	8
aluekehitysrahastoa	7	19
oikeushenkilön	7	14
delegoida	7	9
täsmennettävä	7	13
useiden	7	7
eay:llä	7	7
jäseninä	7	8
kesto	7	5
kotipaikka	7	10
sopimuksella	7	12
sopii	7	5
jäsenille	7	9
oikeusperustana	7	15
koheesiorahastosta	7	18
liittymistä	7	11
julkaistava	7	11
riippuvat	7	9
monivuotista	7	12
täydentävä	7	10
galileoohjelma	7	14
alkaa	7	5
annetulla	7	9
yhteisrahoituksen	7	17
julkisista	7	10
hintoina	7	8
todennäköistä	7	13
perustettava	7	12
eurooppalaisille	7	16
mahdollisella	7	13
varainhoitoa	7	12
satelliittien	7	13
rakentaminen	7	12
hallinnosta	7	11
väliseksi	7	9
työohjelman	7	11
määrästä	7	8
sanoen	7	6
alustavan	7	9
tekemisen	7	9
maailmanlaajuisesti	7	19
sitoutunut	7	10
asioita	7	7
käsitteli	7	9
ollessa	7	7
oikeudesta	7	10
mulder	7	6
maailmanlaajuinen	7	17
unionille	7	9
riitauttamattomien	7	18
vakiolomakkeella	7	16
korjata	7	7
vastaajalle	7	11
palauttamalla	7	13
uudelleentarkastelua	7	20
moitteettoman	7	13
korkeakouluopetuksen	7	20
tehtävän	7	8
laadukkaita	7	11
määrittelemään	7	14
riippumattomuuden	7	17
tällaisella	7	11
ulottuvuus	7	10
luottamus	7	9
selkeät	7	7
podkański	7	9
yhteensovittamisesta	7	20
haasteista	7	10
maihin	7	6
energiaverkkoja	7	15
päätettävä	7	10
osuudet	7	7
elintä	7	6
meriliikenteen	7	14
hallintajärjestelmiä	7	20
ottaneet	7	8
ryhmän	7	6
laajuisista	7	11
toimitettu	7	10
jälkeisten	7	10
tenenergiahankkeille	7	20
infrastruktuuria	7	16
tukemista	7	9
keskittyä	7	9
lupien	7	6
työryhmän	7	9
ehdotettujen	7	12
rahoitusnäkymistä	7	17
valvontaan	7	10
syrjäisillä	7	11
riippuvainen	7	12
mittakaavan	7	11
bösch	7	5
tapio	7	5
christofer	7	10
fjellner	7	8
käynnistämään	7	13
antamista	7	9
lait	7	4
edellyttämät	7	12
säännellyillä	7	13
pyyntö	7	6
säilyttämään	7	12
luigi	7	5
jatkamista	7	10
ilmaisun	7	8
toimikautensa	7	13
ehdottanut	7	10
oikeudellisesti	7	15
nimittämisestä	7	14
valintamenettely	7	16
ratkaisevan	7	11
nimitetään	7	10
sturdy	7	6
rodusta	7	7
etnisestä	7	9
yhdenvertaisen	7	14
kohtelua	7	8
tasaarvo	7	8
yhdenvertaisia	7	14
suojaa	7	6
torjuntaa	7	9
erityispiirteet	7	15
kulttuuria	7	10
saatavia	7	8
tiedotusvälineitä	7	17
tehtäväänsä	7	11
sopimukset	7	10
taustalla	7	9
suojelusta	7	10
saannin	7	7
suunnitelmat	7	12
puolet	7	6
torjunnan	7	9
edistymistä	7	11
tarkastuslausuman	7	17
cocobu:n	7	8
kohdistuvien	7	12
vuoropuhelu	7	11
turvaamista	7	11
pidetyssä	7	9
tilintarkastuksessa	7	19
minut	7	5
varmistaminen	7	13
täydennetään	7	12
analyysin	7	9
nuoret	7	6
vastuuvapauden	7	14
luomisessa	7	10
aktiivista	7	10
siirron	7	7
uudistamista	7	12
raportin	7	8
kulttuurin	7	10
maksuja	7	7
kohtaavat	7	9
saavutettua	7	11
parlamenteille	7	14
yk:n	7	4
yleissopimuksessa	7	17
ympäristöpolitiikan	7	19
soveltamatta	7	12
muuttamisen	7	11
joll	7	4
saatavuus	7	9
tilan	7	5
laatimiseen	7	11
casa	7	4
kysymyksissä	7	12
omahuolintaa	7	12
markkinoillepääsyä	7	18
palveluntarjoajan	7	17
henkilö	7	7
hughes	7	6
marc	7	4
tarabella	7	9
sääntelyä	7	9
työntekijät	7	11
jeggle	7	6
suosittelee	7	11
daul	7	4
rakenne-	7	8
teollisuudenaloja	7	17
suuntaviivoihin	7	15
asettamaan	7	10
työllisyyteen	7	13
työvoiman	7	9
neuvotteluihin	7	14
roolissa	7	8
tekniikoita	7	11
metsätalous	7	11
kasvanut	7	8
metsän	7	6
prosesseihin	7	12
keskinäistä	7	11
metsiä	7	6
ehkäisevien	7	11
o.	7	2
käytävän	7	8
uusiutuvaa	7	10
lisääntyvä	7	10
hallinta	7	8
tarjoamat	7	9
tarkastelemaan	7	14
kauppapolitiikan	7	16
lissabonissa	7	12
yhdistetään	7	11
duarte	7	6
freitas	7	7
neil	7	4
parish	7	6
vesialueille	7	12
asemaan	7	7
suojaalueen	7	11
tulevan	7	7
edustalla	7	9
eurolla	7	7
min	7	3
kalastajille	7	12
uudistetun	7	10
pääsevät	7	8
osuudesta	7	9
kysynnän	7	8
polttoaineiden	7	14
kehittyneet	7	11
source	7	6
renewable	7	9
pelastuspalvelun	7	16
monenvälisen	7	12
tapoja	7	6
haasteisiin	7	11
parempaa	7	8
arvot	7	5
vanhoissa	7	9
maisemien	7	9
viljelijöille	7	13
ihmisiin	7	8
rakentamaan	7	11
metsätalous-	7	12
innovaatioiden	7	14
toteutettuja	7	12
inhimillisen	7	12
puitedirektiivin	7	16
luonnon-	7	8
tasapainon	7	10
poistamiseen	7	12
kehittymisen	7	12
tärkeässä	7	9
aidosti	7	7
alhaalta	7	8
ylöspäin	7	8
hätätilannevalmiutta	7	20
vakaviin	7	8
rahoitusvälineestä	7	18
ennakkovaroitus-	7	16
osallisuus	7	10
osallisuuden	7	12
kokoontuneen	7	12
talouskasvua	7	12
työelämään	7	10
kansalaisuuden	7	14
maantieteellisten	7	17
suojaamiseksi	7	13
tvt:hen	7	7
‑viljelykasvien	7	15
muuna	7	5
vastikkeena	7	11
rahana	7	6
hintaan	7	7
asiantuntijan	7	13
nimellisarvoa	7	13
ulkopuolisen	7	12
kierros	7	7
vientitukien	7	12
wto:ssa	7	7
edellytyksistä	6	14
esko	6	4
seppänen	6	8
todellisia	6	10
tuotto	6	6
suorittama	6	10
avoimia	6	7
tehokkaasta	6	11
käyttäjille	6	11
kustannuksista	6	14
calabuig	6	8
rull	6	4
castillo	6	8
vera	6	4
lena	6	4
ek	6	2
gierek	6	6
fiona	6	5
hall	6	4
romana	6	6
jordan	6	6
cizelj	6	6
laperrouze	6	10
eluned	6	6
morgan	6	6
slovakian	6	9
yksityiskohtaisempia	6	20
tasalle	6	7
saattaminen	6	11
asianomaisen	6	12
vähimmäismäärä	6	14
tausta	6	6
tärkeistä	6	9
tuottamisen	6	11
määritellyn	6	11
alue	6	4
nimittäin	6	9
ambroise	6	8
guellec	6	7
olbrycht	6	8
pieper	6	6
margie	6	6
sudre	6	5
surján	6	6
ratkaisuja	6	10
laillinen	6	9
koordinoinnista	6	15
tilastotiedot	6	13
johdonmukaista	6	14
koordinoimaan	6	13
oikean	6	6
tehtyä	6	6
ajoneuvoilla	6	12
tehtyyn	6	7
hieman	6	6
yrityksistä	6	11
tarkastetaan	6	12
prosentti	6	9
nostetaan	6	9
numero	6	6
osia	6	4
ajoneuvo	6	8
tarkistuksesta	6	14
joukon	6	6
keskustellaan	6	13
komiteassa	6	10
parhaita	6	8
rikkomisesta	6	12
soveltamiseksi	6	14
lepoajat	6	8
edeltävien	6	10
piirturilevyt	6	13
tulosteet	6	9
ajoaika	6	7
alun	6	4
hyväksy	6	7
ajo-	6	4
mainittakoon	6	12
ehdottamaan	6	11
ainoa	6	5
rikkomista	6	10
evelin	6	6
henry	6	5
nattrass	6	8
grandes	6	7
pascual	6	7
luís	6	4
queiró	6	6
gilles	6	6
savary	6	6
gary	6	4
titley	6	6
muutetun	6	8
sellaisilla	6	11
tulkinnan	6	9
pantava	6	7
kattavasti	6	10
harjoitetaan	6	12
käytäntöä	6	9
omistamat	6	9
omaan	6	5
lyhyen	6	6
lepoaikaa	6	9
tavanomainen	6	12
huolehtia	6	9
liikenne	6	8
kestoa	6	6
ajoneuvolla	6	11
ammattitaitoa	6	13
kuljetusyritys	6	14
saadakseen	6	10
yhteisistä	6	10
tarjoajat	6	9
ehdolla	6	7
poikkeus	6	8
sisällyttäminen	6	15
säilytetään	6	11
syy	6	3
toimilla	6	8
kokouksiin	6	10
käsin	6	5
molemmat	6	8
henkilön	6	8
nykyisiä	6	8
lopullisesti	6	12
merkittävänä	6	12
laatiminen	6	10
voitu	6	5
käsite	6	6
määrittely	6	10
julkaisemisesta	6	15
kuuluviin	6	9
elokuuta	6	8
puhkeamiseen	6	12
muussa	6	6
valintoja	6	9
koskevalle	6	10
natrium	6	7
teknisesti	6	10
otettaisiin	6	11
muotoilla	6	9
silti	6	5
viittaamalla	6	12
seikkoihin	6	10
energiamäärää	6	13
normaaleille	6	12
fysiologisille	6	14
toiminnoille	6	12
vähentämistä	6	12
suojelemaan	6	11
tarpeettoman	6	12
mukautua	6	8
olisikin	6	8
lopulliselle	6	12
esitettäviin	6	12
ravintoloihin	6	13
sairaaloihin	6	12
kouluihin	6	9
ruokaloihin	6	11
suurtalouksiin	6	14
oikeusvarmuuden	6	15
epävarmuutta	6	12
mahdollisten	6	12
muulla	6	6
käännös	6	7
kohtuullisen	6	12
termiä	6	6
mainintaa	6	9
merkityksestä	6	13
tapahtuva	6	9
rasvan	6	6
suolan	6	6
natriumin	6	9
kiellettyjä	6	11
sisältymisellä	6	14
puuttumisella	6	13
vähentämisellä	6	14
hyväksytyllä	6	12
käsitettä	6	9
selventämään	6	12
hyödynnettävissä	6	16
kohtuudella	6	11
pakkausmerkinnässä	6	18
liityttävä	6	10
elintarvikemäärään	6	18
tieteellistä	6	12
markkinoinnin	6	13
epäsuorat	6	9
yleisiin	6	8
terveydenhuoltoalan	6	19
normaaliin	6	10
saataville	6	10
käydä	6	5
sanamuodoksi	6	12
tapauskohtaisesti	6	17
käytettävän	6	11
pienille	6	8
keskisuurille	6	13
perustellun	6	11
täytä	6	5
antaessaan	6	10
vastaavaan	6	10
hakijalle	6	9
perusteluista	6	13
sidonnaisuutta	6	14
päivämäärää	6	11
saatettuja	6	10
viimeiseen	6	10
elintarvikkeesta	6	16
kestää	6	6
suojellaan	6	10
takaaminen	6	10
nauttia	6	7
valinta	6	7
väestö	6	6
erotettava	6	10
lupa	6	4
kriteerien	6	10
mauro	6	5
luvan	6	5
oikein	6	6
epäilemättä	6	11
turvautua	6	9
säännellään	6	11
epämääräinen	6	12
etuihin	6	7
täydennettävä	6	13
pitäisikö	6	9
tekninen	6	8
kansallisesti	6	13
nimenomaan	6	10
aseman	6	6
saavuttaminen	6	13
innovaation	6	11
ennaltaehkäisemistä	6	19
väitetty	6	8
johda	6	5
mallin	6	6
takaamiseksi	6	12
urheilijoiden	6	13
mainonnan	6	9
rasituksen	6	10
käytettäviä	6	11
kohtuullinen	6	12
verensokeriin	6	13
käsitelty	6	9
kiinteät	6	8
tärkkelystä	6	11
koostuvat	6	9
miloslav	6	8
ransdorf	6	8
mechtild	6	8
rothe	6	5
britta	6	6
thomsen	6	7
avril	6	5
doyle	6	5
wolf	6	4
klinz	6	5
tuodaan	6	7
ihmisillä	6	9
vaihtelevat	6	11
soveltamisalaa	6	14
tehokkaammin	6	12
ääntä	6	5
eräiden	6	7
hallitus	6	8
laajuinen	6	9
roolin	6	6
edistäneet	6	10
kaupalliset	6	11
nimeä	6	5
tiettyihin	6	10
muuttamaan	6	10
arvioitaessa	6	12
innovointia	6	11
useimmiten	6	10
ominaisuuksia	6	13
ml.	6	3
rasvahapoista	6	13
raportissa	6	10
pienempi	6	8
pitkäketjuisia	6	14
kalat	6	5
tasolle	6	7
liitetä	6	7
hedh	6	4
pierre	6	6
arlene	6	6
mccarthy	6	8
pleštinská	6	10
heide	6	5
rühle	6	5
leopold	6	7
rutowicz	6	8
marianne	6	8
charlotte	6	9
cederschiöld	6	12
simon	6	5
georgs	6	6
andrejevs	6	9
frederika	6	9
brepoels	6	8
chris	6	5
davies	6	6
maaten	6	6
roberto	6	7
musacchio	6	9
sacconi	6	7
sornosa	6	7
åsa	6	3
westlund	6	8
suoritettu	6	10
julkaisemaan	6	12
yhteisymmärryksessä	6	19
pääsihteerin	6	12
keskeisellä	6	11
ensimmäiset	6	11
pervenche	6	9
berès	6	5
udo	6	3
bullmann	6	8
eoin	6	4
ryan	6	4
aiheutuvasta	6	12
gahler	6	6
kaltaisia	6	9
tähtääviä	6	9
ratkaisut	6	9
vastavuoroisuuden	6	17
vuodelta	6	8
pöytäkirja	6	10
rahoitettavia	6	13
kelpoisuussääntöjä	6	18
hakumenettelyyn	6	15
kuvatun	6	7
kolmansia	6	9
materiaaleihin	6	14
riippumattomat	6	14
pääasiallinen	6	13
kehitetään	6	10
purkamisen	6	10
vapauttamisen	6	13
antamassa	6	9
suosituksessa	6	13
sidonnaisuuksien	6	16
vastuun	6	7
yhdentymistä	6	12
asetusehdotukseen	6	17
seurauksista	6	12
ulkoisen	6	8
paikallinen	6	11
aiheista	6	8
tiedotetaan	6	11
heillä	6	6
heidät	6	6
jacek	6	5
bushillmatthews	6	15
őry	6	3
scheele	6	7
gabriele	6	8
alueyhteistyötä	6	15
osallistu	6	9
vapaaehtoista	6	13
välisestä	6	9
kuvaus	6	6
eay:hyn	6	7
huolehtii	6	9
koskea	6	6
määrittelevät	6	13
myönnettyjen	6	12
annettavien	6	11
antaminen	6	9
edustajista	6	11
määräys	6	7
täsmennetään	6	12
summa	6	5
pitänyt	6	7
ulkoisten	6	9
olosuhteita	6	11
bernard	6	7
sharon	6	6
bowles	6	6
deß	6	3
egnos	6	5
päätelmissä	6	11
toteutettu	6	10
jäädä	6	5
hallinnointi	6	12
varainhoito	6	11
hallinto	6	8
turvin	6	6
puiteohjelmassa	6	15
muodostaman	6	11
jatkuvasta	6	10
-ohjelman	6	9
rahoitusosuuteen	6	16
toimintamäärärahat	6	18
käyttäjää	6	9
työohjelma	6	10
vuosittainen	6	12
täydellisesti	6	13
osallistunut	6	12
neljä	6	5
turvallisuuteen	6	15
aikaisessa	6	10
kolmansista	6	11
säilyy	6	6
päättyy	6	7
sisältöön	6	9
siirretään	6	10
avustukset	6	10
energiavaliokuntaa	6	18
rahoitetaan	6	11
strategisia	6	11
ulkoiset	6	8
tarjottava	6	10
jatkamiseksi	6	12
liikaa	6	6
rajatylittäviä	6	14
etu	6	3
kolmea	6	6
antamat	6	7
määräytyy	6	9
viranomaisia	6	12
toimivallan	6	11
puitteista	6	10
maksukehotus	6	12
vastaanottanut	6	14
