word_form	frequency	length
gemeinsame	3	10
änderungen	3	10
nun	3	3
dann	3	4
sollen	3	6
straßenkontrollen	3	17
teilweise	3	9
angenommen	3	10
vollständig	3	11
abgelehnt	3	9
aspekte	3	7
verordnung	3	10
bewertung	3	9
verstößen	3	9
punkte	3	6
bestimmter	3	10
aufgenommen	3	11
dennoch	3	7
hinsichtlich	3	12
anwendungsbereich	3	17
gegenüber	3	9
anforderungen	3	13
kontrollrichtlinie	3	18
ins	3	3
leere	3	5
kontrolle	3	9
einhaltung	3	10
lassen	3	6
sollten	3	7
dar	3	3
verschiedenen	3	13
geänderten	3	10
beabsichtigt	3	12
personen	3	8
fernand	3	7
rachinel	3	8
navarro	3	7
előírásait	3	10
országaiban	3	11
országoktól	3	11
országainak	3	11
időszakot	3	9
járműben	3	8
hajtanak	3	8
kiegyenlítő	3	11
igazolása	3	9
hatékonyságot	3	13
melyeknél	3	9
erők	3	4
fuvart	3	6
műveletekben	3	12
segély	3	6
össztömege	3	10
tej	3	3
amelyeknél	3	10
id	3	2
melyben	3	7
haladó	3	6
életév	3	6
teherforgalmi	3	13
igazolás	3	8
szintjéről	3	10
járművezetőknek	3	15
megítélése	3	10
végezték	3	8
fentiek	3	7
távol	3	5
kifizetés	3	9
veszélyezteti	3	13
hasznára	3	8
kötelesek	3	9
vezetni	3	7
idejű	3	5
munkák	3	6
kollektív	3	9
kivételeket	3	11
vették	3	6
büntetéseknek	3	13
tartson	3	7
vonhatják	3	9
tételét	3	7
lépése	3	6
legutolsó	3	9
ledolgozott	3	11
pontokban	3	9
időszakok	3	9
szerelni	3	8
héttel	3	6
egészségnek	3	11
hajlam	3	6
dohányzás	3	9
fogyas	3	6
behatás	3	7
stressz	3	7
gyümölcs	3	8
kapcs	3	5
eating	3	6
tekinthetnek	3	12
gok	3	3
bevitt	3	6
javallatokkal	3	13
hatnak	3	6
kiküszöbölése	3	13
szerepelhete	3	12
volume	3	6
presumed	3	8
requisite	3	9
zott	3	4
fehérjék	3	8
élelmi	3	6
beállításakor	3	13
étrendjében	3	11
fontosságuk	3	11
nyos	3	4
highlight	3	9
claimed	3	7
functional	3	10
fejlemények	3	11
adapted	3	7
működésekkel	3	12
megtiltani	3	10
yardstick	3	9
terméknek	3	9
energiatartalmát	3	16
csökkentő	3	9
forgalmazzák	3	12
tulajdonságokra	3	15
engedélyezzék	3	13
régóta	3	6
zultációt	3	9
longestablished	3	15
judged	3	6
scientists	3	10
befolyásolja	3	12
drogok	3	6
precise	3	7
regularly	3	9
21a	3	3
középvá	3	7
obesity	3	7
campaign	3	8
habits	3	6
értékesített	3	12
étrendkiegészítőkre	3	19
ről	3	3
cause	3	5
partly	3	6
brand	3	5
vállalkozó	3	10
hozatal	3	7
rendeletének	3	12
erek	3	4
címkézésére	3	11
figyelmes	3	9
állapota	3	8
whereas	3	7
retained	3	8
élelmiszertermékek	3	18
undefined	3	9
sake	3	4
elfogadásától	3	13
tartania	3	8
egészséghez	3	11
krónikus	3	8
betegségekre	3	12
hatóságtól	3	10
ame	3	3
nyiben	3	6
alkohol	3	7
bebizonyosodott	3	15
hatásokat	3	9
adatoknak	3	9
járulhat	3	8
tájékoztatásnak	3	15
étrendkiegészítők	3	17
feltüntetendő	3	13
menn	3	4
tápértékjelölésen	3	17
tüntetett	3	9
tápanyagoknak	3	13
valuable	3	8
bevonásával	3	11
energiatartalmat	3	16
engedélye	3	9
ensures	3	7
doubt	3	5
életvitel	3	9
dományosan	3	10
közérzetre	3	10
karcsúsodásra	3	13
sebességére	3	11
energiamennyiség	3	16
rendele	3	7
hivatkoznak	3	11
élelmiszeripart	3	15
interested	3	10
smaller	3	7
extensive	3	9
proposing	3	9
listáit	3	7
sze	3	3
importőrnek	3	11
lehetőleg	3	9
simplify	3	8
easier	3	6
mellékelni	3	10
szövegére	3	9
manufacturer	3	12
label	3	5
kérelmezőknek	3	13
kérelmeik	3	9
tarta	3	5
értékeli	3	8
felkérik	3	8
gyártót	3	7
importőrt	3	9
kétségek	3	8
kérheti	3	7
egészítse	3	9
deleting	3	8
submitting	3	10
supplement	3	10
állításról	3	10
feltételes	3	10
rendelkezését	3	13
határozattervezet	3	17
véleményével	3	12
legitimate	3	10
substantiated	3	13
részleteit	3	10
felfüggesztése	3	14
visszavonása	3	12
kérvényezheti	3	13
legrövidebb	3	11
visszavonják	3	12
foglalni	3	8
engedélyezésének	3	16
megadták	3	8
vétele	3	6
adat	3	4
közegészségügyre	3	16
nyolcadik	3	9
forgalmazhatók	3	14
lítások	3	7
tizenkét	3	8
kapcsola	3	8
felelő	3	6
látni	3	5
classifying	3	11
contradicts	3	11
proportions	3	11
consumed	3	8
tápértékprofil	3	14
átruházni	3	9
formulation	3	11
tápanyagra	3	10
legmagasabb	3	11
pszichikai	3	10
egészíteni	3	10
jóváhagyási	3	11
alkalmazkodás	3	13
járás	3	5
kötni	3	5
24a	3	3
maintained	3	10
confusion	3	9
fogalma	3	7
gyógyszerek	3	11
utoljára	3	8
nationally	3	10
reinforce	3	9
rendszerekre	3	12
age	3	3
parts	3	5
egyszersmind	3	12
memorandum	3	10
bearing	3	7
likewise	3	8
prohibits	3	9
impose	3	6
doing	3	5
csökkent	3	8
understood	3	10
ellátni	3	7
judge	3	5
shouldn	3	7
kimutatták	3	10
tápanyagot	3	10
alapulniuk	3	10
értékeléséhez	3	13
findings	3	8
herbal	3	6
efficacy	3	8
french	3	6
intérêt	3	7
destinées	3	9
proof	3	5
forgalmazó	3	10
abandonment	3	11
irányelvének	3	12
azonosítani	3	11
improved	3	8
engedélyezettek	3	15
totally	3	7
feltüntető	3	10
egészségi	3	9
szerepelnek	3	11
átadják	3	7
elfogadásáig	3	12
felelősségükre	3	14
alkalmazhatják	3	14
megnevezett	3	11
kérvényről	3	10
kérvényt	3	8
kívánják	3	8
vont	3	4
kiderül	3	7
kérvények	3	9
nyújtsa	3	7
szövegezése	3	11
megjelölése	3	11
kísérik	3	7
tagá	3	4
vánosságra	3	10
elemeket	3	8
engedélyeztek	3	13
adatokra	3	8
adatvédelem	3	11
haszná	3	6
bizalmasnak	3	11
kizárólagos	3	11
igényt	3	6
támasztott	3	10
hasznosítására	3	14
bemutatása	3	10
lehetett	3	8
ideiglenesen	3	12
felfüggesztést	3	14
mindaddig	3	9
delete	3	6
előírhatják	3	11
értesítse	3	9
monitored	3	9
monitor	3	7
munkával	3	8
alkalmaztak	3	11
enables	3	7
tizennyolcadik	3	14
becomes	3	7
stands	3	6
miszerek	3	8
nyújtják	3	8
kére	3	4
labelled	3	8
standing	3	8
zsírtól	3	7
vonja	3	5
vércukorra	3	10
glicerin	3	8
vonandók	3	8
feldolgozásától	3	15
összetételétől	3	14
vércukrot	3	9
net	3	3
adagonként	3	10
gnál	3	4
jelentik	3	8
despite	3	7
mék	3	3
complex	3	7
essentially	3	11
ones	3	4
referring	3	9
you	3	3
questions	3	9
lifestyle	3	9
really	3	6
acceptable	3	10
cheese	3	6
heart	3	5
consistently	3	12
literally	3	9
genuine	3	7
sweet	3	5
cereal	3	6
appear	3	6
unless	3	6
unfair	3	6
complicated	3	11
accurate	3	8
szükségtelen	3	12
állítani	3	8
governments	3	11
pack	3	4
szerepével	3	10
határozzon	3	10
feltételezett	3	13
vizsgálatát	3	11
tartotta	3	8
csoportot	3	9
állapotban	3	10
kiszerelésén	3	12
márkanevek	3	10
anyagokkal	3	10
yagok	3	5
reject	3	6
wellbeing	3	9
megjelölt	3	9
mutassa	3	7
súlyozott	3	9
tervezetének	3	12
restricting	3	11
leaves	3	6
érthetők	3	8
absolutely	3	10
communicate	3	11
known	3	5
targeted	3	8
tényezője	3	9
példa	3	5
joguk	3	5
ismeretekkel	3	12
listája	3	7
megadásától	3	11
szabadalmaztatott	3	17
megkapja	3	8
seven	3	5
proprietary	3	11
azonosított	3	11
dokumentumokhoz	3	15
ai	3	2
alapelveit	3	10
visszavonja	3	11
egyet	3	5
cikkre	3	6
konzultál	3	9
reflect	3	7
exceed	3	6
tapasztalt	3	10
kihirdetést	3	11
contains	3	8
coherence	3	9
zsírtartalom	3	12
saturated	3	9
lower	3	5
trans	3	5
approximately	3	13
alphalinolenic	3	14
20g	3	3
spread	3	6
rövidláncú	3	10
hosszúláncú	3	11
mg	3	2
substantially	3	13
representing	3	12
inserted	3	8
thereby	3	7
forming	3	7
ml	3	2
elemzés	3	7
allergy	3	7
sómennyiségnél	3	14
depends	3	7
meat	3	4
readytoeat	3	10
dúsított	3	8
gazdagított	3	11
enriched	3	8
ásványianyagtartalom	3	20
tartalmú	3	8
mia	3	3
vits	3	4
heatonharris	3	12
schwab	3	6
wuermeling	3	10
benoît	3	6
hamon	3	5
frédérique	3	10
ries	3	4
berlinguer	3	10
szektoronkénti	3	14
negyedéves	3	10
nempénzügyi	3	11
összeállításáról	3	16
quarterly	3	9
smooth	3	6
zsolt	3	5
becsey	3	6
antonis	3	7
samaras	3	7
ibrisagic	3	9
teherszállítási	3	15
feleléssel	3	10
kártérítésről	3	13
elutasítja	3	10
stanisław	3	9
közvetve	3	8
kötik	3	5
bővítése	3	8
untied	3	6
függetlenítéséről	3	17
támogatta	3	9
formákat	3	8
dokumentált	3	11
vitára	3	6
megállapította	3	14
előtérbe	3	8
elérhetőségének	3	15
hozzáférhetőségének	3	19
intézkedései	3	12
lehetőségének	3	13
szemügyre	3	9
megvásárolt	3	11
odaítélt	3	8
munkakörülményekre	3	18
nemzetközileg	3	13
okmányban	3	9
jogcímen	3	8
pályázatban	3	11
okmány	3	6
származniuk	3	11
átláthatóságán	3	14
megadásáról	3	11
duly	3	4
társfinanszírozásban	3	20
szervezettel	3	12
fedezik	3	7
kritériumaira	3	13
megerősítése	3	12
szentelni	3	9
proceed	3	7
dumping	3	7
compete	3	7
horizontal	3	10
laying	3	6
partially	3	9
fernández	3	9
martín	3	6
going	3	5
elements	3	8
correspond	3	10
transaction	3	11
sole	3	4
attainment	3	10
achievement	3	11
withdrawn	3	9
tenders	3	7
rrm	3	3
excluded	3	8
faced	3	5
participating	3	13
asked	3	5
likelihood	3	10
operate	3	7
completed	3	9
monika	3	6
beňová	3	6
employed	3	8
works	3	5
xxxx	3	4
származásra	3	11
véronique	3	9
bogdan	3	6
proinsias	3	9
rossa	3	5
wise	3	4
alexandra	3	9
dobolyi	3	7
glenys	3	6
kinnock	3	7
margrietus	3	10
berg	3	4
rendeletére	3	11
comprise	3	8
alapokon	3	8
former	3	6
rendelkezéseiről	3	16
megkönnyíteni	3	13
akadályozó	3	10
tényezőkön	3	10
feladat	3	7
tagoknak	3	8
alapról	3	7
közösséggel	3	11
régióik	3	7
candidate	3	9
gyakorol	3	8
eszközökre	3	10
nyelvű	3	6
eljárásait	3	10
description	3	11
alkotmányos	3	11
elégséges	3	9
supervision	3	11
competencies	3	12
hatásköreit	3	11
cikkel	3	6
tagot	3	5
assumed	3	7
characteristics	3	15
gectet	3	6
felelősség	3	10
intensify	3	9
giving	3	6
értelmezése	3	11
székhelye	3	9
módjait	3	7
choice	3	6
feladatköre	3	11
elnevezés	3	9
szervekben	3	10
organs	3	6
advisable	3	9
represented	3	11
democratic	3	10
eljárni	3	7
listájának	3	10
introducing	3	11
constitution	3	12
inside	3	6
relations	3	9
partnerships	3	12
recitals	3	8
intervention	3	12
entities	3	8
delegated	3	9
drawn	3	5
journal	3	7
published	3	9
stihler	3	7
döntéstől	3	9
alkotják	3	8
struktúrát	3	10
jelek	3	5
költséghatékony	3	15
meghatározási	3	13
szakasznak	3	10
sikerét	3	7
menetrendet	3	11
üzemeltető	3	10
tervei	3	6
kinyilvánított	3	14
tervben	3	7
terve	3	5
hozzájárulások	3	14
finanszírozásában	3	17
költségvetésben	3	15
teljesítéséhez	3	14
tehessen	3	8
nyereségmegosztási	3	18
nyereséges	3	10
kijelenteni	3	11
kiaknázásából	3	13
illethetik	3	10
lejártával	3	10
folytathatja	3	12
közpénzek	3	9
bízza	3	5
gazdálkodásának	3	15
tanácsában	3	10
megítélt	3	8
pénzeszközöket	3	14
demonstrációs	3	13
hivatott	3	8
rendszerhez	3	11
tevékenységsorozatot	3	20
jével	3	5
előirányzatokat	3	15
korlátain	3	9
megfogalmazásnak	3	16
rendeletekben	3	13
tükröződnie	3	11
bocsátási	3	9
eljárásának	3	11
tervezet	3	8
megvalósult	3	11
tájékoztatása	3	13
helymeghatározó	3	15
mindennapi	3	10
távközlés	3	9
irányításával	3	13
immár	3	5
kellett	3	7
hozzájárulása	3	13
gelileo	3	7
aláírni	3	7
engedélyező	3	11
előnyben	3	8
egymás	3	6
rendszeren	3	10
költsége	3	8
vállalta	3	8
költségvetésből	3	15
euróra	3	6
finanszírozza	3	13
finanszírozásra	3	15
euróval	3	7
évének	3	6
hangsúlyozni	3	12
tájékoztatásban	3	15
hatóságokat	3	11
tájékoztatni	3	12
felelősségre	3	12
fontossága	3	10
realisztikus	3	12
felhasználást	3	13
megemlíteni	3	11
jelentésének	3	12
csakúgy	3	7
történnek	3	9
sikere	3	6
felső	3	5
sergej	3	6
kozlík	3	6
wojciech	3	8
roszkowski	3	10
javaslatnak	3	11
hitelesítési	3	12
rendszerösszetevők	3	18
követi	3	6
felállítása	3	11
maradtak	3	8
versenyben	3	10
javaslattal	3	11
fogható	3	7
kiemelkedő	3	10
járulékos	3	9
etikai	3	6
jóval	3	5
technológiának	3	14
partnerként	3	11
felkínált	3	9
államilag	3	9
kérdéseinek	3	11
mozgását	3	8
frissítését	3	11
végett	3	6
törekvés	3	8
időbeli	3	7
felelőssége	3	11
küszöbértéket	3	13
következőkre	3	12
termelt	3	7
neena	3	5
gill	3	4
behajtására	3	11
hitelező	3	8
peres	3	5
challenge	3	9
fast	3	4
ösztönözniük	3	12
automatic	3	9
entire	3	6
élni	3	4
dönthetnek	3	10
compromise	3	10
calls	3	5
adós	3	4
helye	3	5
eljárásra	3	9
benyújtásakor	3	13
váltak	3	6
payments	3	8
wait	3	4
debtor	3	6
benyújtania	3	11
igénylőt	3	8
érkeznie	3	8
bírósághoz	3	10
alábbiakról	3	11
vizsgálta	3	9
követelés	3	9
használatos	3	11
epo	3	3
defendant	3	9
claimant	3	8
eeo	3	3
simpler	3	7
defence	3	7
practical	3	9
iratnak	3	7
18a	3	3
megkönnyíti	3	11
procedural	3	10
speed	3	5
individuals	3	11
experienced	3	11
mediumsized	3	11
recovering	3	10
examine	3	7
coelho	3	6
wolfgang	3	8
kreissldörfler	3	14
edith	3	5
mastenbroek	3	11
tatjana	3	7
ždanoka	3	7
ljudmila	3	8
novak	3	5
érkező	3	6
átláthatóbbá	3	12
minőség	3	7
szolgálnak	3	10
enqat	3	5
euaval	3	6
eurashevel	3	10
esibbel	3	7
tartandó	3	8
térségre	3	8
enqa	3	4
akkreditáció	3	12
külföldön	3	9
képesítések	3	11
szeptemberi	3	11
sokszínűséget	3	13
egyetemek	3	9
eltérnek	3	8
azoknál	3	7
működés	3	7
discussed	3	9
comments	3	8
teaching	3	8
ought	3	5
processes	3	9
power	3	5
closer	3	6
mesh	3	4
guy	3	3
bono	3	4
vasco	3	5
graça	3	5
moura	3	5
árubeszerzésre	3	14
forniture	3	9
servizi	3	7
materia	3	7
nel	3	3
campo	3	5
soglie	3	6
applica	3	7
sono	3	4
adottata	3	8
soglia	3	6
dire	3	4
henrik	3	6
eszközeiről	3	11
váró	3	4
szándékát	3	9
tentransport	3	12
változtatásra	3	13
repealed	3	8
kialakítsa	3	10
erősödését	3	10
gyakorolnia	3	11
formájára	3	9
sowohl	3	6
bizonyultak	3	11
recalling	3	9
befejezése	3	10
átjárhatósága	3	13
régióknak	3	9
élveznek	3	8
thereto	3	7
inland	3	6
waterways	3	9
things	3	6
terminal	3	8
fleet	3	5
ütemtervét	3	10
worse	3	5
prepared	3	8
nyilvánítani	3	12
terhelő	3	7
fogad	3	5
műveletre	3	9
követelheti	3	11
recovery	3	8
ütemtervek	3	10
overview	3	8
kedvezményezettek	3	17
tájékoztassák	3	13
miert	3	5
concentrating	3	13
repealing	3	9
moment	3	6
itre	3	4
foresees	3	8
rebates	3	7
eib	3	3
lack	3	4
favourable	3	10
note	3	4
tune	3	4
subsidise	3	9
leading	3	7
opinions	3	8
assisted	3	8
update	3	6
ösztönzéséhez	3	13
tanulmányokra	3	13
underlined	3	10
percentage	3	10
focuses	3	7
agree	3	5
exceptional	3	11
failure	3	7
emiatt	3	6
tudni	3	5
fortiori	3	8
funkciót	3	8
megtartása	3	10
közforrásokat	3	13
förderung	3	9
besondere	3	9
binnen	3	6
rahmen	3	6
költségekre	3	11
europewide	3	10
tax	3	3
aviation	3	8
offer	3	5
moraes	3	6
ferber	3	6
onesta	3	6
pittella	3	8
yannick	3	7
vaugrenard	3	10
kültéri	3	7
használatra	3	11
zajkibocsátására	3	16
came	3	4
vibratory	3	9
later	3	5
passed	3	6
expected	3	8
hélène	3	6
rádiós	3	6
személyhívó	3	11
bevezetéséhez	3	13
frekvenciasávokról	3	18
kiváltságairól	3	14
mentességeiről	3	14
jegyzőkönyvnek	3	14
büntető	3	7
törvénykönyv	3	12
emelkedett	3	10
áruszállítással	3	15
statisztikákról	3	15
határidejeinek	3	14
szolgáltatásokról	3	17
hatáskörének	3	12
egyforma	3	8
kérést	3	6
részvény	3	8
konszolidálását	3	15
platformként	3	12
szabályoknak	3	12
extra	3	5
bersani	3	7
christoph	3	9
riisjørgensen	3	13
strejček	3	8
sul	3	3
ovvero	3	6
nuova	3	5
falle	3	5
punto	3	5
controllo	3	9
diritto	3	7
megjelent	3	9
kérdéseire	3	10
ét	3	2
renewal	3	7
streamlining	3	12
naturally	3	9
positions	3	9
medicines	3	9
munkahelyi	3	10
egészségvédelmi	3	15
toussas	3	7
munkavégzés	3	11
fogyatékosság	3	13
considérants	3	12
particulier	3	11
tiltja	3	6
référence	3	9
fondamentaux	3	12
törekedjen	3	10
femmes	3	6
valeur	3	6
nos	3	3
contribue	3	9
bánásmóddal	3	11
souligner	3	9
progrès	3	7
accusent	3	8
retard	3	6
peuvent	3	7
nemen	3	5
stratégiecadre	3	14
helyzetéről	3	11
lehetőségeire	3	13
telle	3	5
raciale	3	7
gaubert	3	7
miliők	3	6
érzékenység	3	11
intézkedése	3	11
decentralizációt	3	16
intézkedéseinek	3	15
cselekvéssel	3	12
képviselt	3	9
combat	3	6
befogadása	3	10
erőszak	3	7
következők	3	10
oeuvre	3	6
médiával	3	8
szférával	3	9
coopération	3	11
davantage	3	9
dimenzió	3	8
integrálása	3	11
megkülönböztetések	3	18
célba	3	5
kiegyensúlyozottan	3	18
soient	3	6
civile	3	6
koordináló	3	10
ügyviteli	3	9
részvételük	3	11
okát	3	4
rögzíti	3	7
rationaliser	3	12
attribution	3	11
réduire	3	7
testületekre	3	12
személyeket	3	11
testületi	3	9
testületből	3	11
leírtaknak	3	10
lett	3	4
folytathat	3	10
szervezetével	3	13
logó	3	4
kérdésekben	3	11
hajtják	3	7
nvt	3	3
felhasznált	3	11
csaláselleni	3	12
olaf	3	4
mutatnia	3	8
kampányokat	3	11
szervezését	3	11
kutatásokat	3	11
juridique	3	9
suit	3	4
compétences	3	11
après	3	5
combattre	3	9
race	3	4
ethnique	3	8
religion	3	8
convictions	3	11
handicap	3	8
sexuelle	3	8
directe	3	7
indirecte	3	9
pluriannuel	3	11
partir	3	6
consacrée	3	9
forme	3	5
apportées	3	9
régionales	3	10
sensibilisation	3	15
suivi	3	5
établissement	3	13
concernées	3	10
directrices	3	11
stratégiques	3	12
nombreux	3	8
favorable	3	9
permettra	3	9
principes	3	9
seulement	3	9
sociales	3	8
système	3	7
niveaux	3	7
lien	3	4
relatives	3	9
voir	3	4
raisons	3	7
csoportra	3	9
fogyatékossággal	3	16
egyenlőségre	3	12
lakosságának	3	12
roma	3	4
jelentőségére	3	13
ismertetett	3	11
hozhatnak	3	9
raül	3	4
romeva	3	6
rueda	3	5
amalia	3	6
sartori	3	7
intézményeinek	3	14
diploma	3	7
brit	3	4
rangidős	3	8
maastrichti	3	11
számlákról	3	10
miért	3	5
vizsgált	3	8
jelentőséget	3	12
vállalja	3	8
helyzetét	3	9
működjenek	3	10
kérdései	3	8
véleményében	3	12
előrehaladás	3	12
részletesebb	3	12
álláspontjának	3	14
megállapításait	3	15
tény	3	4
kétségtelenül	3	13
jelentései	3	10
véleményei	3	10
viszonylag	3	10
részletesen	3	11
visszaélés	3	10
honlapján	3	9
vezettek	3	8
ellátó	3	6
gazdaságos	3	10
közérdek	3	8
jelentésre	3	10
kérések	3	7
részemről	3	9
kötelezettsége	3	14
gazdálkodását	3	13
szigorúan	3	9
változásokra	3	12
fenntartásának	3	14
alapelvei	3	9
reformokat	3	10
remélem	3	7
előadójával	3	11
felülvizsgálatára	3	17
országos	3	8
rendszerének	3	12
könnyebbé	3	9
készítsenek	3	11
fejlesztéséről	3	14
eléggé	3	6
számvevőszékhez	3	15
valójában	3	9
mindkét	3	7
irányban	3	8
magam	3	5
kérhetnek	3	9
kormányoktól	3	12
tartottam	3	9
rendeleten	3	10
érdekeltségem	3	13
ügyekért	3	8
elnöksége	3	9
márciusa	3	8
információért	3	13
azóta	3	5
lettem	3	6
dasért	3	6
megoldás	3	8
technikák	3	9
dokumentációs	3	13
assyst	3	6
győződve	3	8
találni	3	7
átláthatóságot	3	14
szintjein	3	9
felülvizsgálatát	3	16
olafnak	3	7
eredményekről	3	13
végezzen	3	8
vélemények	3	10
beérkezett	3	10
kapcsolódnak	3	12
láttam	3	6
bizalmát	3	8
gyermek	3	7
ku	3	2
leuven	3	6
doktori	3	7
minisztérium	3	12
programja	3	9
pályafutás	3	10
tanácsadója	3	11
megbízhatósági	3	14
számvevőszékre	3	14
szabályszerűségét	3	17
készül	3	6
mentesítés	3	10
legoptimálisabb	3	15
látszik	3	7
ellenőrizze	3	11
járul	3	5
információforrás	3	16
polgároknak	3	11
hiányosságok	3	12
közszolgálatban	3	15
szóval	3	6
foglalhatók	3	11
intézkedésekben	3	15
mérhető	3	7
elosztása	3	9
közszolgálat	3	12
kellően	3	7
működéséhez	3	11
megoldására	3	11
terjesztésére	3	13
követésében	3	11
állok	3	5
megtervezése	3	12
megnehezítik	3	12
járt	3	4
fogalmát	3	8
számvevőszékei	3	14
törvény	3	7
kiadásokat	3	10
számvevők	3	9
fórum	3	5
csoportoknak	3	12
kitéve	3	6
elve	3	4
képviselőként	3	13
textilipar	3	10
kiadásainak	3	11
jelölése	3	8
madridi	3	7
baleárszigeteki	3	15
financiación	3	12
tributario	3	10
constitucional	3	14
españa	3	6
imponible	3	9
libre	3	5
ciklus	3	6
autonóm	3	7
tanácsadói	3	10
kezeléséről	3	11
emelése	3	7
illető	3	6
részesült	3	9
megbízott	3	9
következtetést	3	14
erőfeszítést	3	12
zajlott	3	7
kifolyólag	3	10
mostani	3	7
internetre	3	10
jutott	3	6
ellenőrzésre	3	12
kötelezettségei	3	15
bizottságon	3	11
kérései	3	7
mögött	3	6
gyakorlásának	3	13
aktuális	3	8
csökkentésében	3	14
mérlegelni	3	10
garancia	3	8
szintekre	3	9
harmonizáció	3	12
másodsorban	3	11
kamarákból	3	10
szerkezetét	3	11
állna	3	5
irányelveket	3	12
bevonása	3	8
érdekeltségeim	3	14
irányú	3	6
választásokon	3	13
bevételi	3	8
keleteurópai	3	12
irányítással	3	12
csoportjának	3	12
szén	3	4
terjedt	3	7
nyilatkozatért	3	14
pénzgazdálkodásról	3	18
kiváltképp	3	10
fejlődnie	3	9
fejleszteni	3	11
haladást	3	8
vetett	3	6
fejlesztésre	3	12
szoruló	3	7
stabil	3	6
követése	3	8
munkaprogramot	3	14
szervez	3	7
közöttük	3	8
eredményezhetik	3	15
mélyreható	3	10
érdekei	3	7
leghatékonyabb	3	14
prioritásai	3	11
korlátok	3	8
felhasználásához	3	16
feladatuk	3	9
tevékenységük	3	13
kinevezésemkor	3	14
összehangolása	3	14
tanúsított	3	10
státuszú	3	8
megyék	3	6
elszámolásait	3	13
utalt	3	5
kurzust	3	7
bűnözés	3	7
német	3	5
spanish	3	7
constitutional	3	14
giustizia	3	9
kimerítő	3	8
haszonélvezői	3	13
könnyebben	3	10
tartalommal	3	11
polgárokkal	3	11
másodlagos	3	10
épülő	3	5
vállaljon	3	9
szabályokra	3	11
megerősítésének	3	15
kezelésének	3	11
események	3	9
felgyorsítani	3	13
erősítenie	3	10
érdekek	3	7
stipulates	3	10
foglaltakkal	3	12
megsértésére	3	12
megközelítéssel	3	15
fogadni	3	7
presidency	3	10
eljáró	3	6
ratified	3	8
narrowly	3	8
tervekkel	3	9
programokkal	3	12
összehasonlítható	3	17
intézményről	3	12
szervről	3	8
fordulni	3	8
mikor	3	5
kár	3	3
threat	3	6
gondoskodnia	3	12
elutasításáról	3	14
szervezetnek	3	12
reply	3	5
intézkedni	3	10
actively	3	8
entered	3	7
became	3	6
took	3	4
besides	3	7
cristina	3	8
gutiérrezcortines	3	17
lienemann	3	9
wijkman	3	7
staatlicher	3	11
jahr	3	4
zentraler	3	9
folgenden	3	9
geltungsdauer	3	13
vertreter	3	9
ob	3	2
vorangegangenen	3	15
möglichkeit	3	11
organisationen	3	14
feport	3	6
maritime	3	8
eba	3	3
verhandlungen	3	13
mitgliedern	3	11
ergeben	3	7
jedem	3	5
direkt	3	6
staatliche	3	10
vergleichbaren	3	14
grundstück	3	10
eigentumsrechte	3	15
allgemein	3	9
zugänglich	3	10
erwerbs	3	7
vertrags	3	8
gewährt	3	7
maßnahmen	3	9
mitgliedstaats	3	14
anzahl	3	6
stellt	3	6
entwicklungspolitik	3	19
insbesondere	3	12
dürfen	3	6
darf	3	4
seeverkehr	3	10
veröffentlicht	3	14
erbringt	3	8
diensteanbietern	3	16
informationen	3	13
vermögenswerte	3	14
erteilung	3	9
marktwert	3	9
bestehende	3	10
unverändert	3	11
behalten	3	8
ablauftermin	3	12
fristen	3	7
zeitpunkt	3	9
beträgt	3	7
höchstgeltungsdauer	3	19
befreiung	3	9
lotsenpflicht	3	13
cabrnoch	3	8
roger	3	5
helmer	3	6
lancker	3	7
gintaras	3	8
didžiokas	3	9
irányelvére	3	11
syfte	3	5
olika	3	5
parter	3	6
idc	3	3
vilket	3	6
också	3	5
tillbaka	3	8
gemensamt	3	9
konkurrens	3	10
mellan	3	6
dock	3	4
hamnföretag	3	11
fartyg	3	6
investerare	3	11
direktivet	3	10
hamn	3	4
någon	3	5
lotsning	3	8
flygplatser	3	11
andra	3	5
håll	3	4
pris	3	4
álláspontjával	3	14
mandatory	3	9
stake	3	5
kingdom	3	7
commissioner	3	12
focused	3	7
larger	3	6
légiforgalmi	3	12
szakszolgálati	3	14
létesítéséről	3	13
contrôleurs	3	11
reconnaissance	3	14
mutuelle	3	8
occasion	3	8
selon	3	5
celles	3	6
exigences	3	9
amendements	3	11
compromis	3	9
changements	3	11
approche	3	8
profit	3	6
nécessaire	3	10
lequel	3	6
quand	3	5
autorité	3	8
accéder	3	7
ni	3	2
újrafutózott	3	12
gumiabroncsokról	3	16
enszegbelőírás	3	14
erejűvé	3	7
tételének	3	9
határozati	3	10
béla	3	4
glattfelder	3	11
jacky	3	5
henin	3	5
kamall	3	6
sajjad	3	6
karim	3	5
moreno	3	6
godelieve	3	9
quisthoudtrowohl	3	16
rogalski	3	8
tokia	3	5
saïfi	3	5
üzletek	3	7
részeinek	3	9
foglalkoztatásra	3	16
bezárásáról	3	11
szegényebb	3	10
okból	3	5
gyakorolnak	3	11
állásfoglalása	3	14
globalizált	3	11
hatásáról	3	9
áthelyezése	3	11
segítő	3	6
áthelyezéseket	3	14
lépés	3	5
kötelezettségeiket	3	18
keretben	3	8
területét	3	9
alkalmazza	3	10
vállalatoknak	3	13
állítsa	3	7
ösztönzőkkel	3	12
állítanak	3	9
különösképpen	3	13
fejlesztéssel	3	13
